idx,x,y,fx,letra
0,0.6739189351896637,-0.7600735958311031,0.45416673120717016,A
1,-0.9765001441447889,0.23347176730008812,0.9535525315147936,A
2,0.36157518309528935,-0.6142572497221697,0.13073661303039202,A
3,0.3552369669733815,-0.5328746875068318,0.1261933027044473,A
4,-0.6970497986365563,0.49034986315226026,0.4858784217792636,A
5,-0.512188554573376,-0.10093030600436648,0.26233711543596416,A
6,0.7751135053777314,-0.32919782674541587,0.6008009462189544,A
7,-0.8652816827773928,-0.10610234492771142,0.7487123905500767,A
8,0.6481199488091289,-0.03218874286138118,0.4200594680443479,A
9,0.08925178835914371,-0.49541888800021394,0.007965881725305381,A
10,-0.3868820100399599,-0.21339842904603468,0.14967768969255965,A
11,-0.7796604639820015,0.7055268535816615,0.6078704390966299,A
12,-0.48897936014476096,-0.7555660051200823,0.23910081464757985,A
13,-0.16624351620996314,-0.8650763237313992,0.027636906681852275,A
14,0.11156313343338242,0.893585955405755,0.012446332741474692,A
15,-0.059210869282838585,0.2910661381613757,0.0035059270412293978,A
16,0.3848348233188683,-0.6418130407839626,0.1480978412388646,A
17,-0.7656313062855515,0.5956163269990744,0.58619129716452,A
18,-0.5282256655874626,-0.3980070441731367,0.2790223537853179,A
19,-0.8513018637313432,-0.7442197302902669,0.7247148631924585,A
20,0.7689779881126433,-0.671694377494723,0.5913271462017685,A
21,-0.2927325858218086,-0.8810542102418126,0.08569236680192255,A
22,0.6542484673166766,0.40746839292642556,0.42804105698622047,A
23,-0.9131550075927781,0.1591520735888048,0.8338520678917667,A
24,-0.1264913356855757,-0.2517961646835778,0.016000058003520994,A
25,0.610480231300877,-0.16236468640974144,0.3726861128091723,A
26,-0.3982050014171752,0.46527289324371335,0.1585672231536525,A
27,0.008707604286957604,-0.3423827089975815,7.582237241824245e-05,A
28,0.8890949444896368,-0.3522706934654778,0.7904898203170303,A
29,-0.580975826805542,-0.5736162593047738,0.33753291133238317,A
30,-0.2973234316164135,-0.9304439325462399,0.08840122298816011,A
31,-0.9022000524106861,-0.27816101894514667,0.8139649345698448,A
32,-0.24797419388923703,0.507899847594502,0.06149120083501692,A
33,0.792003368104718,-0.3593636337255961,0.6272693350892176,A
34,-0.2542537980685624,0.5667929087976824,0.0646449938322893,A
35,-0.011420245208035196,-0.7815664313907889,0.00013042200061165086,A
36,0.4708666179618126,0.7488339344165493,0.2217153719107956,A
37,-0.08164220069833417,0.47376232578558075,0.006665448934867076,A
38,-0.2820920631829511,0.7292810172305422,0.07957593211081408,A
39,-0.35449614590943823,-0.8654413296155823,0.12566751746464572,A
40,-0.5335537349539867,-0.027273532427419367,0.2846795880833491,A
41,0.3917911242067422,-0.5383248263201117,0.1535002850071829,A
42,0.057134317983046135,0.33410528529497174,0.003264330291387829,A
43,0.853840922830688,0.5824054071361451,0.7290443215003609,A
44,-0.6158924044864287,0.3570550667023198,0.3793234539040747,A
45,-0.29953565140585714,-0.32754882240138716,0.08972160646313117,A
46,-0.42102727396630857,0.7615743666348778,0.17726396542350106,A
47,0.6884934666067384,0.4110782139061626,0.474023253560164,A
48,-0.9323605940355106,0.8998794587594736,0.8692962773102503,A
49,0.6567209809145749,0.9730464013004081,0.4312824467734014,A
50,0.2739931916398126,-0.17434100011880127,0.07507226906497108,A
51,-0.8847376557079509,-0.16703152537928134,0.7827607194276007,A
52,-0.35679463326134675,-0.28420997464484166,0.12730241032409892,A
53,-0.2962484284131963,-0.006612341231248209,0.0877631313372887,A
54,0.9890129919563972,0.6010013155926359,0.9781466982585447,A
55,-0.7015876717330223,0.8088032803518317,0.49222526112776305,A
56,-0.3271932559729829,-0.6765279977228738,0.10705542675420189,A
57,-0.7198530039702804,0.6827195149488858,0.5181883473250365,A
58,-0.5200191129350973,0.7392265849833974,0.27041987781780547,A
59,-0.2756169060443152,-0.9591630078518318,0.07596467889744088,A
60,-0.33076769365685155,0.8247651871532338,0.10940726716707279,A
61,0.7907819175589319,-0.16790714321729916,0.6253360411381814,A
62,0.932071589292242,0.4556051744038274,0.8687574475657658,A
63,-0.09986672680908248,-0.7756034130725002,0.009973363123559915,A
